Date,Open,High,Low,Close,Adj Close,Volume
1986-07-07,10.687500,11.125000,10.562500,10.562500,7.134830,2512800
1986-07-14,10.625000,10.625000,9.312500,10.250000,6.923740,6423600
1986-07-21,10.250000,10.312500,9.812500,10.062500,6.797088,3477600
1986-07-28,10.062500,10.250000,9.750000,9.750000,6.585998,3484000
1986-08-04,9.812500,9.812500,8.125000,8.875000,5.994946,12673600
1986-08-11,9.000000,10.093750,8.875000,9.375000,6.332689,4865200
1986-08-18,9.437500,9.875000,9.250000,9.375000,6.332689,4490000
1986-08-25,9.500000,9.500000,9.062500,9.125000,6.163815,3276400
1986-09-01,9.187500,9.437500,8.687500,9.000000,6.079381,3139600
1986-09-08,9.125000,9.125000,7.562500,7.625000,5.150588,11290400
1986-09-15,7.625000,8.750000,7.062500,8.562500,5.783855,6052800
1986-09-22,8.562500,8.687500,8.062500,8.312500,5.614983,2134000
1986-09-29,8.375000,8.750000,8.062500,8.375000,5.657202,2986400
1986-10-06,8.500000,8.625000,8.250000,8.312500,5.614983,1684000
1986-10-13,8.375000,8.812500,8.062500,8.500000,5.741637,2066800
1986-10-20,8.437500,8.500000,8.062500,8.312500,5.614983,3486400
1986-10-27,8.375000,9.187500,8.250000,9.000000,6.079381,3075600
1986-11-03,8.875000,9.062500,8.562500,8.781250,5.931619,1874400
1986-11-10,8.812500,9.031250,8.187500,8.375000,5.657202,2699600
1986-11-17,8.375000,9.000000,8.187500,8.937500,6.037164,3330800
1986-11-24,8.812500,9.250000,8.812500,9.000000,6.079381,1547200
1986-12-01,9.000000,9.187500,8.500000,8.562500,5.783855,3738000
1986-12-08,8.500000,8.625000,7.937500,8.062500,5.446111,2859600
1986-12-15,8.062500,8.750000,8.000000,8.375000,5.657202,3116400
1986-12-22,8.437500,8.625000,8.250000,8.375000,5.657202,1023600
1986-12-29,8.312500,8.375000,8.125000,8.343750,5.636093,1689200
1987-01-05,8.375000,9.875000,8.375000,9.750000,6.585998,5157200
1987-01-12,9.687500,9.750000,8.812500,8.875000,5.994946,6815200
1987-01-19,8.875000,9.875000,8.875000,9.437500,6.374906,4962800
1987-01-26,9.500000,10.062500,9.187500,9.718750,6.564887,3217600
1987-02-02,9.750000,10.250000,9.437500,9.812500,6.628212,4239200
1987-02-09,9.875000,10.625000,9.500000,10.250000,6.923740,4087200
1987-02-16,10.312500,10.937500,10.250000,10.812500,7.303704,3404000
1987-02-23,10.812500,11.312500,10.625000,11.062500,7.472571,3279600
1987-03-02,11.062500,11.437500,10.687500,11.187500,7.557013,2905200
1987-03-09,11.187500,12.625000,11.031250,12.125000,8.190277,5668000
1987-03-16,12.187500,12.625000,12.125000,12.500000,8.443583,5200400
1987-03-23,12.500000,12.937500,12.375000,12.750000,8.612458,4988000
1987-03-30,12.750000,12.750000,11.437500,12.062500,8.148060,3843200
1987-04-06,12.062500,12.375000,11.875000,11.875000,8.021411,1861600
1987-04-13,11.812500,11.875000,10.562500,10.875000,7.345921,3835200
1987-04-20,10.875000,11.062500,10.125000,10.187500,6.881522,2722800
1987-04-27,10.187500,10.812500,9.500000,10.562500,7.134830,5175600
1987-05-04,10.562500,10.750000,10.250000,10.687500,7.219265,3519200
1987-05-11,10.750000,11.250000,10.500000,11.000000,7.430354,3318000
1987-05-18,11.062500,11.062500,10.687500,10.812500,7.303704,3684000
1987-05-25,10.750000,11.062500,10.625000,10.812500,7.303704,2217600
1987-06-01,10.812500,11.000000,10.375000,10.875000,7.345921,2520000
1987-06-08,10.875000,12.062500,10.750000,12.000000,8.105842,3222800
1987-06-15,12.000000,12.250000,11.500000,11.625000,7.852537,4101200
1987-06-22,11.750000,11.937500,11.125000,11.437500,7.725880,3458800
1987-06-29,11.500000,11.562500,11.125000,11.500000,7.768098,2314800
1987-07-06,11.375000,11.937500,11.375000,11.812500,7.979186,5013600
1987-07-13,11.687500,12.312500,11.625000,11.750000,7.936971,6293600
1987-07-20,11.750000,11.937500,11.312500,11.562500,7.810318,2024000
1987-07-27,11.500000,11.937500,11.312500,11.937500,8.063625,2378800
1987-08-03,11.875000,12.468750,11.687500,12.312500,8.316932,2318000
1987-08-10,12.312500,13.125000,12.312500,12.687500,8.570244,6511200
1987-08-17,12.625000,12.875000,12.062500,12.875000,8.696896,2440800
1987-08-24,12.750000,12.875000,12.375000,12.500000,8.443583,2202800
1987-08-31,12.437500,12.562500,11.906250,11.937500,8.063625,2339600
1987-09-07,11.937500,12.062500,11.187500,11.625000,7.852537,3691600
1987-09-14,11.687500,11.750000,10.625000,11.312500,7.641445,3576800
1987-09-21,11.312500,11.812500,10.562500,11.812500,7.979186,4444400
1987-09-28,11.875000,12.125000,11.437500,11.750000,7.936971,2520000
1987-10-05,11.687500,11.750000,10.093750,10.187500,6.881522,5433200
